Airport	Country	Area	Router	Type	Interface	Layer2	Speed	IPBW	DNA	URN	USID	MTN	POP	Carrier	CircuitRef	OB	SerialId	Booking	Meshing	OB_Ratio	ServiceNetType
OGG	UNITED STATES		POGG031	Secondary	gigabitethernet0/0/1	MEA	100000	15000			FI01A0EZDB		SEAL02	TIME WARNER TELECOM	VLXX/274023/TWCS				airporthubnet		APH
OOL	AUSTRALIA		POOL028	Primary	gigabitethernet0/1	MEA	100000	20000			FI026G65BF		BNET01						airporthubnet		APH
OOL	AUSTRALIA		POOL029	Secondary	gigabitethernet0/1	DSL	51200	43000			FI01R85TE5		SYDX01	-	OR-150764				airporthubnet		APH
OPO	PORTUGAL		POPO611	Primary	gigabitethernet0/0/1	MEA	10240				FI01KGWDF7		LIST03	ONI TELECOM	CSS: 201.0000101337				airporthubnet		APH
OPO	PORTUGAL		POPO612	Secondary	gigabitethernet0/0/1	MEA	10240				FI01C8RYE8		LISX01	NOS COMUNICACOES S.A.	DF_CEPL228635				airporthubnet		APH
ORD	UNITED STATES		PORD261	Primary	gigabitethernet0/2/0	MEA	1000000	20000			FI029M4BF4		PHLX01						airporthubnet		APH
ORD	UNITED STATES		PORD262	Secondary	gigabitethernet0/0/2	MEA	1000000	10000			FI01D89FF4		DALL03	-	CA0DN6K3E7				airporthubnet		APH
ORD	UNITED STATES		PORD262	Secondary	gigabitethernet0/2/0	MEA	1000000	20000			FI029M4DF2		CHIL03	-	KQGN.841024..ATI				airporthubnet		APH
OSL	NORWAY		POSL950	Primary	gigabitethernet0/1	MEA	10000	10000			FI029EZ0B5		OSLT04						airporthubnet		APH
OSL	NORWAY		POSL951	Secondary	gigabitethernet0/1	DSL	30720	30720			FI01BZ92CF		STOT02	ORANGE BUSINESS SERVICES	CA09QR7PF8				airporthubnet		APH
OSR	CZECH REPUBLIC		POSR073	Primary	gigabitethernet9	DSL	100000	2000			FI01L8ZTE5		FRAX01	-	CA0AMTUD9B				airporthubnet		APH
OSR	CZECH REPUBLIC		POSR074	Secondary	gigabitethernet8	DSL	15000	2000			FI01L92682		FRAT01	-	CA0AMTUP8F				airporthubnet		APH
OTP	ROMANIA		POTP029	Primary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029TYBA1	KBUH620	BUHT07	ORANGE RO	7201334699				airporthubnet		APH
OTP	ROMANIA		POTP030	Secondary	gigabitethernet0/0/1	MEA	100000	4000	-	-	FI029TYDA7	KBUH510	BUHT06	ORANGE RO	05HIMX/000/069/UCN/00A				airporthubnet		APH
OVB	RUSSIAN FEDERATION		POVB068	Primary	gigabitethernet0/1	MEA	1000000	2000	-	-	FI01P0T4B5	KMOW611	MOWX03	ORANGE BUSINESS SERVICES	CA0B1HMRFC				airporthubnet		APH
OVB	RUSSIAN FEDERATION		POVB069	Secondary	gigabitethernet0/1	MEA	1000000	2000	-	-	FI01P0TAC0	KMOW513	SYDX01	ORANGE BUSINESS SERVICES	01/5870453				airporthubnet		APH
PAD	GERMANY		PPAD058	Primary	gigabitethernet8	DSL	4096	4096			GO0DXS1A1D		FRAT01	PLUSNET GMBH	CA0E4XKVF4				airporthubnet		APH
PAD	GERMANY		PPAD059	Secondary	gigabitethernet8	DSL	4096	4096			GO0DXS1C1F		FRAX01	PLUSNET GMBH	CA0E8TLZD0				airporthubnet		APH
PAP	HAITI		PPAP126	Primary	gigabitethernet0/0/1	MEA	10000	6000			FI01UMUYD6		MIAL02						airporthubnet		APH
PAP	HAITI		PPAP127	Secondary	gigabitethernet0/0/1	DSL	81920	18000			FI01SBXPFD		ATLL02	-	ORD-01788572.1				airporthubnet		APH
PAR-SOA	FRANCE		PPAR8626	Primary	gigabitethernet0/1	MEA	100000	100000	-	-	FI028LULFC	KLBG510	LBGT02						airporthubnet		APH
PAR-SOA	FRANCE		PPAR8627	Secondary	gigabitethernet0/1	MEA	100000	100000	-	-	FI028LUMFD	KXPG510	PART06						airporthubnet		APH
PBM	SURINAME		PPBM046	Primary	gigabitethernet0/1	MEA	10000	4000			FI027YX7FA		MIAL01						airporthubnet		APH
PBM	SURINAME		PPBM047	Secondary	gigabitethernet0/1	DSL	16384	12000			FI01ND7MF4		ATLL02	SELECT OFFNET	STA.597.B006				airporthubnet		APH
PDK-JCI	UNITED STATES		PPDK019	Primary	gigabitethernet0/0/1	MEA	1000000				FI013MTRD8		ATLD01	ORANGE BUSINESS SERVICES	CA08R03BB2				airporthubnet		APH
PDK-JCI	UNITED STATES		PPDK019	Primary	gigabitethernet0/1	MEA	1000000	1000000	44:2b:03:ab:e0:81	-	FI013MTRD8	KFOP510	ATLD01	ORANGE BUSINESS SERVICES	CA08R03BB2				airporthubnet		APH
PDK-JCI	UNITED STATES		PPDK020	Secondary	gigabitethernet0/1	MEA	1000000	1000000	44:2b:03:36:61:81	-	FI013MTQDB	KFOP511	ATLD01	ORANGE BUSINESS SERVICES	W0V76417				airporthubnet		APH
PDL	PORTUGAL		PPDL021	Primary	gigabitethernet0/0/1	MEA	100000	6144			FI01XSYW9F		LIST03	NOS COMUNICACOES S.A.	DF_CEPL327916				airporthubnet		APH
PDL	PORTUGAL		PPDL022	Secondary	gigabitethernet0/0/1	DSL	6144	6144			FI01XU6Q8D		LONX03	NOS COMUNICACOES S.A.	IF_NETFIXA282561				airporthubnet		APH
PDP	URUGUAY		PPDP008	Primary	gigabitethernet8	DSL	15000	3000			FI01TRMH85		SAOL02	Select Offnet	CA0E5WM3B0				airporthubnet		APH
PDP	URUGUAY		PPDP009	Secondary	gigabitethernet8	DSL	15000	3000			FI01TRML81		ATLL02	Select Offnet	CA0E5WMPD3				airporthubnet		APH
PDX	UNITED STATES		PPDX156	Primary	gigabitethernet0/0/0	MEA	1000000				FI01D6URC7		SEAL02	AT&T	L4GN793538				airporthubnet		APH
PDX	UNITED STATES		PPDX156	Primary	gigabitethernet0/0/1	MEA	1000000	2000			FI01D6URC7		SEAL02	AT&T	CA0AB8SFF1				airporthubnet		APH
PDX	UNITED STATES		PPDX157	Secondary	gigabitethernet0/0/0	MEA	1000000				FI01D6UTC1		SJCL03	AT&T	KRGN969652ATI				airporthubnet		APH
PDX	UNITED STATES		PPDX157	Secondary	gigabitethernet0/0/1	MEA	1000000	2000			FI01D6UTC1		SJCL03	AT&T	CA0A0B9VFB				airporthubnet		APH
PEK	CHINA		PPEK080	Primary	gigabitethernet0/0/1	MEA	100000	45000			FI02935486		BJSS02	Select Offnet					airporthubnet		APH
PEK	CHINA		PPEK080	Primary	gigabitethernet0/2	MEA	46080				FI00AY19D9		BJSS02	SELECT OFFNET	B16825037				airporthubnet		APH
PEK	CHINA		PPEK081	Secondary	atm0	DSL	100000				FI01ZSSF8D		HKGT01	CIVIL AVIATION TELECOMMUNICATION CORPORATION	CA0CF7N984				airporthubnet		APH
PEK	CHINA		PPEK081	Secondary	gigabitethernet0/3	MEA	100000	40000			FI01ZSSF8D		SHAS99	CIVIL AVIATION TELECOMMUNICATION CORPORATION	110DIA11731890				airporthubnet		APH
PEN	MALAYSIA		PPEN246	Primary	gigabitethernet0/3	MEA	100000	6000			FI023NHQED		KULT05	TELEKOM MALAYSIA	ME1043306701				airporthubnet		APH
PER	AUSTRALIA		PPER216	Primary	gigabitethernet0/2	MEA	100000	50000	-	-	FI029PJCBB	KPER611	PERX01	TELSTRA	N9370000L				airporthubnet		APH
PER	AUSTRALIA		PPER217	Secondary	fastethernet2/1	MEA	100000	50000	-	-	FI029PJGBF	KPER512	PERT01	TELSTRA	N9367012L				airporthubnet		APH
PHL	UNITED STATES		PPHL576	Primary	gigabitethernet0/0/0	MEA	10000	6000			FI027UF2D7		PHLX01						airporthubnet		APH
PHL	UNITED STATES		PPHL579	Secondary	gigabitethernet0/0/0	MEA	10000	6000			FI027UF3D6		NYCT02						airporthubnet		APH
PHX	UNITED STATES		PPHX281	Primary	gigabitethernet0/0/0	MEA	1000000	20000			FI029U4CA5		LAXL02						airporthubnet		APH
PHX	UNITED STATES		PPHX282	Secondary	gigabitethernet0/0/0	MEA	1000000				FI021WXCA9		DENL02	LUMEN TECHNOLOGIES LLC	103360735				airporthubnet		APH
PKX	CHINA		PPKX005	Primary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029SW2C0	KPEK511	BJSS02	-	Customer Owned Circuit				airporthubnet		APH
PKX	CHINA		PPKX006	Secondary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029SW3C1	KPVG510	SHAS99	-	Customer Owned Circuit				airporthubnet		APH
PMI	SPAIN		PPMI215	Primary	gigabitethernet0/0/1	MEA	20000				FI0175DUCC		BCNT02	ORANGE SPAIN	LLETH000030126				airporthubnet		APH
PMI	SPAIN		PPMI215	Primary	gigabitethernet0/1	MEA	100000	20000			FI0175DUCC		BCNT02	ORANGE SPAIN	CA0ECW5KCE				airporthubnet		APH
PMI	SPAIN		PPMI216	Secondary	gigabitethernet0/0/1	DSL	20000	20000			FI01NWGM9D		SCLX01	ORANGE SPAIN	LAP00410807				airporthubnet		APH
PMO	ITALY		PPMO086	Primary	gigabitethernet0/0/1	MEA	100000	2000	-	-	FI029NPUE9	KMIL521	MILT02	RETELIT S.P.A.	E016097				airporthubnet		APH
PMO	ITALY		PPMO087	Secondary	gigabitethernet0/0/1	DSL	8192	8192			GO08JE4R4A		FRAT01	-	SITA-20200630-PMO-0106				airporthubnet		APH
PNH	CAMBODIA		PPNH144	Primary	gigabitethernet0/1	MEA	10000	8000	-	-	FI029M6385	KHKG550	HKGT01	PCCW					airporthubnet		APH
PNH	CAMBODIA		PPNH145	Secondary	gigabitethernet0/1	MEA	10000	8000	-	-	FI029M6583	KXSP650	SINX01	PCCW	HKG(OBS)-HKG(PCG) NNI056				airporthubnet		APH
POA	BRAZIL		PPOA227	Primary	gigabitethernet0/0/1	MEA	100000	10000	-	-	FI029GXHC2	KSAO614	SAOL01	-	272 680 448				airporthubnet		APH
POA	BRAZIL		PPOA228	Secondary	gigabitethernet0/0/1	DSL	1000000				FI01MWP7E7		OSAT04	SELECT OFFNET	CA0AZLT1BE				airporthubnet		APH
POM2	PAPUA NEW GUINEA		PPOM127	Primary	gigabitethernet0/0/1	MEA	100000	4000	70:6e:6d:40:4b:f1	-	FI01T48AD8	KBWU511	SYDT02	PCCW	POM(PCG)-SYD(PCG) EP4614				airporthubnet		APH
POM2	PAPUA NEW GUINEA		PPOM128	Secondary	gigabitethernet0/0/1	MEA	100000	4000	70:f3:5a:e0:ae:61	-	FI01T48DDD	KRSE512	SYDX01	DIGICELL	IPLC -0633032- POM1542				airporthubnet		APH
POP	DOMINICAN REPUBLIC		PPOP018	Primary	gigabitethernet0/1	MEA	100000	10000			FI027P03C8		MIAL02	COLUMBUS NETWORKS	8593.CN				airporthubnet		APH
POP	DOMINICAN REPUBLIC		PPOP019	Secondary	gigabitethernet0/1	DSL	51200	4000			FI01P8J587		ATLL02	SELECT OFFNET	ORD-01720230.1				airporthubnet		APH
POS	TRINIDAD AND TOBAGO		PPOS207	Primary	gigabitethernet0/1	MEA	100000	30720			FI028VKSBC		MIAL02	-	9450.CN				airporthubnet		APH
POS	TRINIDAD AND TOBAGO		PPOS208	Secondary	gigabitethernet0/1	DSL	100000	102400			FI017QXC81		ATLL02	Select Offnet	XDAPOS1009				airporthubnet		APH
POZ	POLAND		PPOZ6045	Primary	gigabitethernet0/0/1	MEA	1024	5120			GO03DS9MBE		POZD01	ORANGE POLAND	CA0AT4TBDE				airporthubnet		APH
POZ	POLAND		PPOZ6046	Secondary	gigabitethernet0/0/1	DSL	8000	8000			GO03DS9LBF		FRAX01	SELECT OFFNET	1455389				airporthubnet		APH
PPT	FRENCH POLYNESIA		PPPT066	Primary	gigabitethernet0/1	MEA	1000000	14000			FI01TC079C		LAXL02	OPT POLYNESIE FRANCAISE	CA/KXFN/425976/LVLC				airporthubnet		APH
PPT	FRENCH POLYNESIA		PPPT066	Primary	gigabitethernet0/2	MEA	1000000	1000000			FI029D73B3		LAXL02						airporthubnet		APH
PPT	FRENCH POLYNESIA		PPPT067	Secondary	gigabitethernet0/1	DSL	30720	20000			FI01TC0992		SINX01	SELECT OFFNET	ETHA12824606				airporthubnet		APH
PPT-DR	FRENCH POLYNESIA		PPPT103	Standalone	gigabitethernet0/1	MEA	1000000	256			FI01XFQ481		LAXL02	OPT POLYNESIE FRANCAISE	6166110101V1619				airporthubnet		APH
PRG2	CZECH REPUBLIC		PPRG1918	Primary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029QTCBE	KPRG514	PRGT01	T-MOBILE CZECH REPUBLIC A.S.	GN125810				airporthubnet		APH
PRG2	CZECH REPUBLIC		PPRG1919	Secondary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029QTDB9	KBRQ512	BRQT03						airporthubnet		APH
PSA	ITALY		PPSA103	Primary	gigabitethernet0/0/1	MEA	1000000				GO03BQ3FBA		ROMT05	FASTWEB	CA0ANYYZA8				airporthubnet		APH
PSA	ITALY		PPSA104	Secondary	gigabitethernet0/0/1	DSL	16384	16384			GO03BQ3EB9		FRAT01	SELECT OFFNET	customer owned line				airporthubnet		APH
PTY	PANAMA		PPTY103	Primary	gigabitethernet0/0/1	MEA	100000	15000	-	-	FI029LSZE9	KPTY610	PTYL02						airporthubnet		APH
PTY	PANAMA		PPTY104	Secondary	gigabitethernet0/0/1	MEA	15360				FI01KKZADA		MIAL02	UFINET LATAM SLU	PA41135				airporthubnet		APH
PUJ	DOMINICAN REPUBLIC		PPUJ069	Primary	gigabitethernet0/1	MEA	100000	30000			FI028E14B2		MIAL01	COLUMBUS NETWORKS	10010.CN				airporthubnet		APH
PUJ	DOMINICAN REPUBLIC		PPUJ070	Secondary	gigabitethernet0/1	MEA	100000	30000			FI028N6AFE		NYCT02	COLUMBUS NETWORKS	9600.CN				airporthubnet		APH
PUS	KOREA, REPUBLIC OF		PPUS235	Primary	gigabitethernet0/1	MEA	100000	8000	-	-	FI01F4NCDA	KPUS610	PUST03	IMTEAK	500056346747				airporthubnet		APH
PUS	KOREA, REPUBLIC OF		PPUS236	Secondary	gigabitethernet0/2	DSL	153600	153600			FI01F4NFDF		TYOT04	-	0038ACW7				airporthubnet		APH
PVD	UNITED STATES		PPVD038	Primary	gigabitethernet0/0/0	MEA	50000				FI021UAQB4		NYCT02	AT&T	85KFGS013373NE				airporthubnet		APH
PVD	UNITED STATES		PPVD039	Secondary	gigabitethernet0/0/0	MEA	51200				FI021UB1D4		PHLX01	AT&T	EDBK8G7S0001				airporthubnet		APH
PVG2	CHINA		PPVG076	Primary	atm0	DSL	158720				FI01RP02F0		SINX01	-	CA0BKPJKB3				airporthubnet		APH
PVG2	CHINA		PPVG076	Primary	gigabitethernet0/0/1	MEA	100000	40000	-	-	FI025JH89F	KPVG510	SHAS99	Select Offnet					airporthubnet		APH
PVG2	CHINA		PPVG077	Secondary	atm0	DSL	100000				FI01ZVZH9D		HKGT01	-	CA0CL6BKF3				airporthubnet		APH
PVG2	CHINA		PPVG077	Secondary	gigabitethernet0/0/1	MEA	20480				FI01ZVZH9D		BJSS02	-	NA				airporthubnet		APH
PVR	MEXICO		PPVR040	Primary	gigabitethernet0/1/0	MEA	100000	20000			FI0239KVD8		MEXT02	AXTEL S.A. DE C.V.	1-22SAE8B				airporthubnet		APH
PVR	MEXICO		PPVR041	Secondary	gigabitethernet0/0/1	DSL	40960	40000			FI01T9AFF2		ATLL02	AXTEL	C02-1902-0247				airporthubnet		APH
QLH-X	GERMANY		PQLH160	Primary	gigabitethernet0/0/1	MEA	100000	100000	5c:a6:2d:76:07:61	-	GO00GRCF8C	KFRA517	FRAT01	COLT TECHNOLOGY SERVICES	GER/GER/LE-109066				airporthubnet		APH
QLH-X	GERMANY		PQLH161	Secondary	gigabitethernet0/0/1	MEA	100000	100000	-	-	GO00GRCH82	KZRB527	FRAX01	EUNETWORKS B.V.	11HB.76091.76533.0001				airporthubnet		APH
QQI	UNITED KINGDOM		PQQI020	Primary	gigabitethernet0/3	MEA	1000000	200000	-	-	FI01WRVG8A	KQQI510	LONC56						airporthubnet		APH
QQI	UNITED KINGDOM		PQQI021	Secondary	gigabitethernet0/3	MEA	1000000	200000	-	-	FI01WRWS9E	KQQI511	LONC56						airporthubnet		APH
RAR	COOK ISLANDS		PRAR010	Standalone	gigabitethernet0/1	MEA	512	512	-	-		KAKL610	AKLT04						airporthubnet		APH
RDU	UNITED STATES		PRDU259	Primary	gigabitethernet0/0/2	MEA	1000000	20000			FI028RERA6		IADL01	AT&T	26/KRGN/401960    /SB				airporthubnet		APH
RDU	UNITED STATES		PRDU260	Secondary	gigabitethernet0/0/1	DSL	100000	100000			GO09L93V52		ATLL02	SELECT OFFNET	IV2200080742				airporthubnet		APH
REC	BRAZIL		PREC149	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI01W8RCF2		JKTT07						airporthubnet		APH
REC	BRAZIL		PREC150	Secondary	gigabitethernet0/1	DSL	30720	20000			FI01MUYK94		SAOL02	SELECT OFFNET	C43295845				airporthubnet		APH
REP	CAMBODIA		PREP021	Primary	gigabitethernet0/1	MEA	10000	2000	-	-	FI01M84785	KHKG550	HKGT01	PCCW	HKG(OBS)-HKG(PCG) NNI077				airporthubnet		APH
REP	CAMBODIA		PREP024	Secondary	gigabitethernet0/1	MEA	6144		-	-	FI01M88WE5	KXSP650	SINX01	PCCW	REP(PCG) LV000623				airporthubnet		APH
RGN	MYANMAR		PRGN069	Primary	serial0/0/0	FR	2048				FI01UF098F		RGNS01	MPT	CA0BR1F987				airporthubnet		APH
RGN	MYANMAR		PRGN069	Primary	serial0/0/1	FR	2048				FI01UF098F		RGNS01	MPT	DN-558				airporthubnet		APH
RGN	MYANMAR		PRGN070	Secondary	gigabitethernet0/1	DSL	8000	10000			FI018EDNF4		HKGX01	MPT	05/16021899				airporthubnet		APH
RIX	LATVIA		PRIX315	Primary	gigabitethernet0/1	MEA	10000	2000	-	-	GO039YNL86	KCPH515	CPHT02	GLOBALCONNECT	ECG-DGC-1409-HEL-RIX-555699				airporthubnet		APH
RIX	LATVIA		PRIX316	Secondary	gigabitethernet0/1	DSL	15000	2000			GO039YNK81		STOT02	-	IHW				airporthubnet		APH
RMQ	TAIWAN, PROVINCE OF CHINA		PRMQ001	Primary	gigabitethernet0/1	MEA	100000	4000	-	-	FI027P8NB5	KTPE516	TPET02						airporthubnet		APH
RMQ	TAIWAN, PROVINCE OF CHINA		PRMQ002	Secondary	gigabitethernet0/1	DSL	8000	4000			FI01LQ88FF		HKGT01	-	Customer owned				airporthubnet		APH
RNO	UNITED STATES		PRNO047	Primary	gigabitethernet0/0/1	MEA	1000000	50000			FI029LZZE9		LAXL02						airporthubnet		APH
ROB	LIBERIA		PROB024	Primary	gigabitethernet8	DSL	8192				FI02058096		LONX03	-	CA0CQUTTA6				airporthubnet		APH
ROB	LIBERIA		PROB025	Secondary	gigabitethernet8	DSL	8192	8192			FI02058593		LONT04	-	CA0CQUSBB0				airporthubnet		APH
ROS	ARGENTINA		PROS063	Primary	gigabitethernet0/0/1	MEA	10000				FI01TK2JD2		LONX03	TELECOM ARGENTINA	Neuchatel IP 374				airporthubnet		APH
ROS	ARGENTINA		PROS064	Secondary	gigabitethernet0/0/1	DSL	16384	30000			FI01TK2LD4		SAOL02	SELECT OFFNET	CA0BNTR5D6				airporthubnet		APH
RTB	HONDURAS		PRTB006	Primary	gigabitethernet0/0/1	MEA	1000000	10000			GO08MF8N5F		MIAL02	UFINET LATAM SLU	HNUSEQU10036956C				airporthubnet		APH
RTB	HONDURAS		PRTB007	Secondary	gigabitethernet0/0/1	DSL	16384	10000			GO08MF8L5D		ATLL02	SELECT OFFNET	000				airporthubnet		APH
RUH	SAUDI ARABIA		PRUH711	Primary	gigabitethernet0/0/1	MEA	1000000				FI028REUA1		FRAT13	SAUDI TELECOMMUNICATION COMPANY	RIYADH-FRANKFURT I-N W-PLL13373				airporthubnet		APH
RUH	SAUDI ARABIA		PRUH712	Secondary	gigabitethernet0/0/1	MEA	1000000				FI01XHGHDA		SIND03	-	SINGAPORE-RIYADH I-N W-PLL13405				airporthubnet		APH
RUH	SAUDI ARABIA		PRUH712	Secondary	gigabitethernet0/0/2	DSL	8192	8192			FI01XHGHDA		BAHT01	-	SINGAPORE-RIYADH I-N W-PLL13405				airporthubnet		APH
RUH	SAUDI ARABIA		PRUH841	Secondary	atm0	DSL	8192						BAHT01	Select Offnet					airporthubnet		APH
RUN	REUNION		PRUN187	Primary	gigabitethernet8	DSL	8192						LONT04	Select Offnet					airporthubnet		APH
RUN	REUNION		PRUN188	Secondary	gigabitethernet8	DSL	8192				FI01WHB4A6		LONX03	SELECT OFFNET	CA0CJXD9E6				airporthubnet		APH
RZE	POLAND		PRZE3207	Primary	gigabitethernet8	DSL	15000	2000					FRAT01	Select Offnet					airporthubnet		APH
RZE	POLAND		PRZE3208	Secondary	gigabitethernet8	DSL	15000	1000			FI01KZBJB7		FRAT01	Select Offnet	CA0AN93HFA				airporthubnet		APH
SAL	EL SALVADOR		PSAL133	Primary	gigabitethernet0/0/1	MEA	100000	20000			FI029UZ5D3		MIAL01	UFINET LATAM SLU	024 471 78 59				airporthubnet		APH
SAL	EL SALVADOR		PSAL134	Secondary	gigabitethernet0/0/1	MEA	100000	20000	-	-	FI029UZ6D0	KPTY610	PTYL02	UFINET LATAM SLU	PAPA01720194				airporthubnet		APH
SAN	UNITED STATES		PSAN224	Primary	gigabitethernet0/0/0	MEA	1000000				FI020W5KA2		LAXL02	AT&T	19KRGN533799PT				airporthubnet		APH
SAN	UNITED STATES		PSAN224	Primary	gigabitethernet0/2	MEA	1000000	50000			FI028XDF8E		LAXL02						airporthubnet		APH
SAN	UNITED STATES		PSAN225	Secondary	gigabitethernet0/0/0	MEA	1000000	10000			FI020FCLC3		SJCL03	-	KPGN.928173..ATI				airporthubnet		APH
SAN	UNITED STATES		PSAN225	Secondary	gigabitethernet0/2	MEA	1000000	50000			FI028RWNBA		SJCL03						airporthubnet		APH
SAP	HONDURAS		PSAP109	Primary	gigabitethernet0/0/1	MEA	100000	10000			GO08MF7Y48		MIAL02	UFINET LATAM SLU	HNUSEQU10036958C				airporthubnet		APH
SAP	HONDURAS		PSAP110	Secondary	gigabitethernet0/0/1	MEA	10000	10000	-	-	GO08MF8021	KPTY610	PTYL02	UFINET LATAM SLU	HNPAEQU10036962C				airporthubnet		APH
SAW	TURKEY		PSAW006	Primary	gigabitethernet0/1	MEA	100000	2000	-	-	FI01AY9AB6	KIST514	ISTT01	SUPERONLINE ILETISIM HIZMETLERI A.S	3434_10000597				airporthubnet		APH
SAW	TURKEY		PSAW007	Secondary	gigabitethernet0/1	MEA	100000	2000			FI028R47C3		IZMT01						airporthubnet		APH
SCL	CHILE		PSCL564	Primary	gigabitethernet0/0/1	MEA	100000	100000			FI02903KF3		SCLX01	ENTEL CHILE	10000618347				airporthubnet		APH
SCL	CHILE		PSCL565	Secondary	gigabitethernet0/0/0	DSL	2048				FI01RB719F		SCLX01	TELEFONICA CHILE	33286 E0 1076				airporthubnet		APH
SCL	CHILE		PSCL565	Secondary	gigabitethernet0/0/1	MEA	100000	40000	-	-	FI02903LF4	KSCL611	SCLX01	TELEFONICA CHILE	33286 E0 1076				airporthubnet		APH
SDJ	JAPAN		PSDJ071	Primary	gigabitethernet0/0/1	MEA	100000	2000			FI029DWYD9		TYOT04						airporthubnet		APH
SDJ	JAPAN		PSDJ072	Secondary	gigabitethernet0/0/1	DSL	100000	100000			FI0224K999		TYOT04	KDDI CORPORATION	WOS05158145				airporthubnet		APH
SDQ	DOMINICAN REPUBLIC		PSDQ478	Primary	gigabitethernet0/1	MEA	100000	30000			FI0273G081		MIAL02	COLUMBUS NETWORKS	12270.CN				airporthubnet		APH
SDQ	DOMINICAN REPUBLIC		PSDQ479	Secondary	gigabitethernet0/1	DSL	51200	30000			FI01NBC895		ATLL02	SELECT OFFNET	ISPOF-EXDR-1189				airporthubnet		APH
SEZ	SEYCHELLES		PSEZ083	Primary	gigabitethernet8	DSL	8192	8192					LONX03	Select Offnet					airporthubnet		APH
SEZ	SEYCHELLES		PSEZ084	Secondary	gigabitethernet8	DSL	8192	8192					LONT04	Select Offnet					airporthubnet		APH
SFO	UNITED STATES		PSFO308	Primary	gigabitethernet0/0/1	MEA	1000000	250000			FI029TTTB7		SJCL03	AMERICAN TELEPHONE AND TELEGRAPH COMPANY					airporthubnet		APH
SFO	UNITED STATES		PSFO309	Secondary	gigabitethernet0/0/1	MEA	1000000	250000			FI029TTXBB		LAXL02	AMERICAN TELEPHONE AND TELEGRAPH COMPANY					airporthubnet		APH
SGN	VIET NAM		PSGN178	Primary	gigabitethernet0/0/1	MEA	10000	10000	-	-	FI026LSHFB	KSGN611	SGNT03						airporthubnet		APH
SGN	VIET NAM		PSGN179	Secondary	gigabitethernet0/0/1	MEA	10000	10000	a4:b2:39:f3:da:c1	-	FI026LSKF8	KHAN610	HANT03						airporthubnet		APH
SHA1	CHINA		PSHA2887	Primary	gigabitethernet0/1	MEA	100000	4000	-	-	FI01ZZ45C8	KPEK510	BJSS02	CIVIL AVIATION TELECOMMUNICATION CORPORATION	Beijing ShangHai ANE2323NP / 37974974				airporthubnet		APH
SHA1	CHINA		PSHA2888	Secondary	serial0/0/1:1	FR	2048				FI01XJG9A4		SHAS99	CHINA UNICOM	SITA Provided				airporthubnet		APH
SHJ	UNITED ARAB EMIRATES		PSHJ053	Primary	gigabitethernet0/0/0	MEA	100000	100000	-	-	FI01NJU1AF	KDXB611	DXBS02	ETISALAT	1444031111				airporthubnet		APH
SHJ	UNITED ARAB EMIRATES		PSHJ054	Secondary	gigabitethernet0/0/0	MEA	1000000				FI01PRLG89		DXBS03	ETISALAT	CA0B182FCB				airporthubnet		APH
SIN	SINGAPORE		PSIN1641	Secondary	gigabitethernet0/0/1	MEA	1000000	200000			FI01VE8KF7		SIND03	STARHUB PTE LTD.	1888959001				airporthubnet		APH
SIN	SINGAPORE		PSIN1642	Primary	gigabitethernet0/0/1	MEA	1000000	200000	00:fc:ba:54:1c:11	-	FI01VAJYFE	KXSP522	SINX01	SINGAPORE TELECOMMUNICATIONS LIMITED	M0664609				airporthubnet		APH
SIN-JCI	SINGAPORE		PSIN3594	Primary	gigabitethernet0/1	MEA	1000000	1000000			FI013P3L88		SIND01	ORANGE BUSINESS SERVICES	CA08NHBVB5				airporthubnet		APH
SIN-JCI	SINGAPORE		PSIN3595	Secondary	gigabitethernet0/1	MEA	1000000	1000000			FI013P3N8A		SIND01	ORANGE BUSINESS SERVICES	DHEC 118266 ATI				airporthubnet		APH
SIN4	SINGAPORE		PSIN4562	Primary	gigabitethernet0/1	MEA	100000	4000			FI01WK28A0		SIND03	-	M0666582				airporthubnet		APH
SIN4	SINGAPORE		PSIN4564	Secondary	gigabitethernet0/1	MEA	10000	4000	-	-	FI01WKEQC9	KXSP650	SINX01	STARHUB PTE LTD.	1888930004				airporthubnet		APH
SIN4	SINGAPORE		PSIN4564	Secondary	gigabitethernet0/2	MEA	4000		-	-	FI01WKEQC9	KXSP650	SINX01	STARHUB PTE LTD.	CA0C5K6181				airporthubnet		APH
SIN-1S	SINGAPORE		PSIN5392	Primary	gigabitethernet0/0/1	MEA	1000000	1000000			FI028EHFC0		SIND03						airporthubnet		APH
SIN-1A	SINGAPORE		PSIN5586	Standalone	gigabitethernet0/1	MEA	1000000	1000000			FI0280VJF1		SIND03						airporthubnet		APH
SIN-s2	SINGAPORE		PSIN5704	Primary	gigabitethernet0/0/1	MEA	1000000	1000000			FI029LNBF1		SIND03						airporthubnet		APH
SIN-s2	SINGAPORE		PSIN5705	Secondary	gigabitethernet0/0/1	MEA	1000000	1000000			FI028K9HE9		SIND02						airporthubnet		APH
