Device_name	hostname	IP_admin	Device_reference	ORD__Node_status	ORD__Router_type___role	ORD__Customer_code	ORD__Customer_name	ORD__Main_Community___VPN	ORD__Origin	ORD__USID___Service_Usine	ORD__Orange_Site_Ref_	ORD__Customer_defined_code	ORD__Chassis_type	Center_code	ORD__Country_code	ORD__Country_name	ORD__POP_name	Chassis_type	CLI__CPU_reference	CFG__Router_description	Auto__Topo__Site_	Topo__Site_Ref_	Cascaded	Virt____Stack_	UCPE_name	model	ORD__POP_code	Site_Code_Iata	Peer_device	MCS_role	CPU	Memory	Storage
PDAC707	PDAC707	10.247.79.171	PDAC707	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024K6RF3	CI00183907 ~ 43027_BGD_DHAKA_006 ~ TERMINAL 1, HAZRAT SHAHJALAL INTERNATIONAL AIRPORT (HSIA), DHAKA, BANGLADESH	DAC-APT-BO-1	vedge-cloud-dna	-	BD	BANGLADESH	DHAKA	vedgecloud	-	APH-S S0+ Primary vEdge PDAC707\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PDAC707.PDAC709	PDAC707.PDAC709		-	UCPEDAC0001	sdwan_center_vedge	DAC	DAC	PDAC709	primary	2	4096	10240
HDAC0002	HDAC0002	57.205.27.144																							UCPEDAC0002	hypervisor		DAC					
PDAC673	PDAC673	57.215.69.91	PDAC673	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021QMJB4	CI00168457 ~ 53849_BGD_DHAKA_005 ~ TERMINAL 2, HAZRAT SHAHJALAL INT'L AIRPORT, 1229, DHAKA, BANGLADESH	-	encs5412/k9	-	BD	BANGLADESH	DHAKA	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DAC PDAC673 Virtual Machine hosted by ENCS HDAC0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDAC673	PDAC673		-	UCPEDAC0002	router_center_isrv	DAC	DAC	PDAC672	backup			
PDAC709	PDAC709	10.247.79.172	PDAC709	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024K7594	CI00183907 ~ 43027_BGD_DHAKA_006 ~ TERMINAL 1, HAZRAT SHAHJALAL INTERNATIONAL AIRPORT (HSIA), DHAKA, BANGLADESH	DAC-APT-BO-1	vedge-cloud-dna	-	BD	BANGLADESH	DHAKA	vedgecloud	-	APH-S S0+ Primary vEdge PDAC709\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PDAC707.PDAC709	PDAC707.PDAC709		-	UCPEDAC0002	sdwan_center_vedge	DAC	DAC	PDAC707	backup	2	4096	10240
HDAD0001	HDAD0001	57.220.121.106																							UCPEDAD0001	hypervisor		DAD					
PDAD087	PDAD087	57.220.121.101	PDAD087	MIG	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023KN290	CI00178295 ~ 53849_VNM_DA NANG_005 ~ DA NANG. VIETNAM - DOMESTIC TERMINAL, DA NANG INTERNATIONAL AIRPORT, DA NANG, VIET NAM	-	encs5412/k9	-	VN	VIET NAM	DA NANG	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DA NANG PDAD087 Virtual Machine hosted by ENCS HDAD0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDAD047.PDAD048	PDAD047.PDAD048		-	UCPEDAD0001	router_center_isrv	DAD	DAD	PDAD088	primary			
HDAD0002	HDAD0002	57.205.18.134																							UCPEDAD0002	hypervisor		DAD					
PDAD088	PDAD088	57.205.43.45	PDAD088	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023KNNEC	CI00178296 ~ 53849_VNM_DA NANG_006 ~ DA NANG. VIETNAM - INTERNATIONAL TERMINAL - T2, DA NANG INTERNATIONAL AIRPORT, DA NANG, VIET NAM	-	encs5412/k9	-	VN	VIET NAM	DA NANG	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DA NANG PDAD088 Virtual Machine hosted by ENCS HDAD0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDAD047.PDAD048	PDAD047.PDAD048		-	UCPEDAD0002	router_center_isrv	DAD	DAD	PDAD087	backup			
HDEL0005	HDEL0005	57.205.18.217																							UCPEDEL0005	hypervisor		DEL-T3					
PDEL2868	PDEL2868	57.215.69.27	PDEL2868	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI0265SWF1	CI00200103 ~ 53849_IND_NEW DELHI_002 ~ SITA,ROOM NO.30, ADMIN BLOCK, AIRPORT DEL INDIRA GANDHI INTERNATIONAL, 110037, NEW DELHI, INDIA	APHS0+-CAT1-DEL-PRI-IPVPN	encs5412/k9	-	IN	INDIA	DELHI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DELHI PDEL2868 Virtual Machine hosted by ENCS HDEL0005 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDEL1033.PDEL1085	PDEL1033.PDEL1085		-	UCPEDEL0005	router_center_isrv	DEL	DEL-T3	-	backup			
PDEL2954	PDEL2954	10.247.46.164	PDEL2954	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0283KTE5	CI00125060 ~ 43027_IND_DELHI_00003 ~ IPA - A10, TERMINAL - 3, IGI AIRPORT, IMPORT BUILDING-3 IGIA CARGO COMPLEX, 110 037, DELHI, INDIA	DEL	vedge-cloud-dna	-	IN	INDIA	DELHI	vedgecloud	-	APH-S S0+ Primary vEdge PDEL2954\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PDEL2954.PDEL2955	PDEL2954.PDEL2955		-	UCPEDEL0005	sdwan_center_vedge	DEL	DEL-T3	PDEL2955	primary			
PDEL2956	PDEL2956	10.247.46.166	PDEL2956	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI0284K898	CI00209822 ~ 60_IND_NEW DELHI_00008 ~ INDIRA GANDHI INTERNATIONAL AIRPORT TERMINAL 3, 110037, NEW DELHI, INDIA	-	vedge-cloud-dna	-	IN	INDIA	DELHI	vedge-cloud	-	 APH-S S0+ backup vEdge PDEL2956\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PDEL2956.PDEL2957	PDEL2956.PDEL2957		-	UCPEDEL0005	sdwan_center_vedge	DEL	DEL-T3	PDEL2957	primary			
PDEL2982	PDEL2982	10.247.51.171	PDEL2982	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029BQ0A4	CI00218182 ~ 387_IND_DELHI_00003 ~ INDIRA GANDHI INTERNATIONAL AIRPORT, TERMINAL 3, DELHI, INDIA	-	vedge-cloud-dna	-	IN	INDIA	DELHI	vedge-cloud	-	APH-S S0+ Primary vEdge PDEL2982\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDEL2982.PDEL2983	PDEL2982.PDEL2983		-	UCPEDEL0005	sdwan_center_vedge	DEL	DEL-T3	PDEL2983	primary			
HDEL0006	HDEL0006	57.214.129.44																							UCPEDEL0006	hypervisor		DEL-T3					
PDEL2869	PDEL2869	57.215.129.59	PDEL2869	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI0265SZFC	CI00200103 ~ 53849_IND_NEW DELHI_002 ~ SITA,ROOM NO.30, ADMIN BLOCK, AIRPORT DEL INDIRA GANDHI INTERNATIONAL, 110037, NEW DELHI, INDIA	APHS0+-CAT1-DEL-PRI-IPVPN	encs5412/k9	-	IN	INDIA	DELHI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DELHI PDEL2869 Virtual Machine hosted by ENCS HDEL0006 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDEL1033.PDEL1085	PDEL1033.PDEL1085		-	UCPEDEL0006	router_center_isrv	DEL	DEL-T3	-	backup			
PDEL2955	PDEL2955	10.247.46.163	PDEL2955	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI0283KXE9	CI00125060 ~ 43027_IND_DELHI_00003 ~ IPA - A10, TERMINAL - 3, IGI AIRPORT, IMPORT BUILDING-3 IGIA CARGO COMPLEX, 110 037, DELHI, INDIA	DEL	vedge-cloud-dna	-	IN	INDIA	DELHI	vedgecloud	-	APH-S S0+ Primary vEdge PDEL2955\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PDEL2954.PDEL2955	PDEL2954.PDEL2955		-	UCPEDEL0006	sdwan_center_vedge	DEL	DEL-T3	PDEL2954	backup	2	4096	10240
PDEL2957	PDEL2957	10.247.46.165	PDEL2957	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI0284K999	CI00209822 ~ 60_IND_NEW DELHI_00008 ~ INDIRA GANDHI INTERNATIONAL AIRPORT TERMINAL 3, 110037, NEW DELHI, INDIA	-	vedge-cloud-dna	-	IN	INDIA	DELHI	vedge-cloud	-	 APH-S S0+ Primary vEdge PDEL2957\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PDEL2956.PDEL2957	PDEL2956.PDEL2957		-	UCPEDEL0006	sdwan_center_vedge	DEL	DEL-T3	PDEL2956	backup	2	4096	10240
PDEL2983	PDEL2983	10.247.51.170	PDEL2983	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029BQ5A1	CI00218182 ~ 387_IND_DELHI_00003 ~ INDIRA GANDHI INTERNATIONAL AIRPORT, TERMINAL 3, DELHI, INDIA	-	vedge-cloud-dna	-	IN	INDIA	DELHI	vedge-cloud	-	APH-S S0+ Primary vEdge PDEL2983\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDEL2982.PDEL2983	PDEL2982.PDEL2983		-	UCPEDEL0006	sdwan_center_vedge	DEL	DEL-T3	PDEL2982	backup	2	4096	10240
HDEL0007	HDEL0007	57.220.26.32																							UCPEDEL0007	hypervisor		DEL-T3					
PDEL2971	PDEL2971	57.214.129.100	PDEL2971	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI028FZVDA	CI00194621 ~ 53849_IND_DELHI_00004 ~ SECONDARY CORE ROOM - PCCR 1 (CORE ROOM 1), 110 037, DELHI, INDIA	-	encs5412/k9	-	IN	INDIA	DELHI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DELHI PDEL2971 Virtual Machine hosted by ENCS HDEL0007 Cluster with ENCS Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDEL1033.PDEL1085	PDEL1033.PDEL1085		-	UCPEDEL0007	router_center_isrv	DEL	DEL-T3	PDEL2970	backup			
HDEL0008	HDEL0008	57.220.26.40																							UCPEDEL0008	hypervisor		DEL-T3					
PDEL2970	PDEL2970	57.220.26.19	PDEL2970	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI028FZ1BD	CI00194617 ~ 53849_IND_DELHI_00003 ~ PRIMARY CORE ROOM - PCCR 2 (CORE ROOM 2), 110037, DELHI, INDIA	-	encs5412/k9	-	IN	INDIA	DELHI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DELHI PDEL2970 Virtual Machine hosted by ENCS HDEL0008 Cluster with ENCS Front-End Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDEL1033.PDEL1085	PDEL1033.PDEL1085	PDEL2869	-	UCPEDEL0008	router_center_isrv	DEL	DEL-T3	-	primary			
HDPS0002	HDPS0002	57.214.184.129																							UCPEDPS0002	hypervisor		DPS					
PDPS171	PDPS171	57.220.255.8	PDPS171	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023FKHC7	CI00177344 ~ 53849_IDN_DENPASAR CITY_001 ~ NGURAH RAI INTERNATIONAL AIRPORT, SITA CORE ROOM, GROUND FLOOR, WEST WING, 80361, DENPASAR CITY, INDONESIA	-	encs5412/k9	-	ID	INDONESIA	DENPASAR BALI	isrv	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET Denpasar PDPS171 Virtual Machine hosted by ENCS HDPS0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDPS093.PDPS095	PDPS093.PDPS095		-	UCPEDPS0002	router_center_isrv	DPS	DPS	PDPS172	primary			
PDPS177	PDPS177	10.247.79.222	PDPS177	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024QEXA6	CI00184773 ~ 43027_IDN_DENPASAR_003 ~ NGURAH RAI INTERNATIONAL AIRPORT,, DEPARTURE BUILDING, 80361, DENPASAR, INDONESIA	DPS-APT-BO-1	vedge-cloud-dna	-	ID	INDONESIA	DENPASAR BALI	vedgecloud	-	APH-S S0+ Primary vEdge PDPS177\n Customer CX Cathay Pacific\n Profile GOLD + LBO	PDPS177.PDPS178	PDPS177.PDPS178		-	UCPEDPS0002	sdwan_center_vedge	DPS	DPS	PDPS178	primary	2	4096	10240
PDPS179	PDPS179	10.247.38.44	PDPS179	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI02528384	CI00186707 ~ 60_IDN_BALIKPAPAN_001 ~ I GUSTI NGURAH RAI INTERNATIONAL AIRPORT, TUBAN, ROOM #AO-12, 2ND FLOOR, BALIKPAPAN, INDONESIA	DPS_AP1_SDN	vedge-cloud-dna	-	ID	INDONESIA	DENPASAR BALI	vedge-cloud	-	 APH-S S0+ Primary vEdge PDPS179\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PDPS179.PDPS180	PDPS179.PDPS180		-	UCPEDPS0002	sdwan_center_vedge	DPS	DPS	PDPS180	primary	2	4096	10240
PDPS186	PDPS186	10.247.51.179	PDPS186	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029F7QDE	CI00057342 ~ 387_IDN_DENPASAR CITY_001 ~ LOBBY  INTERNATIONAL DEPARTURE TERMINAL 11, OP.II.29, 80362, DENPASAR CITY, INDONESIA	-	vedge-cloud-dna	-	ID	INDONESIA	DENPASAR BALI	vedge-cloud	-	APH-S S0+ Primary vEdge PDPS186\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDPS186.PDPS187	PDPS186.PDPS187		-	UCPEDPS0002	sdwan_center_vedge	DPS	DPS	PDPS187	primary	2	4096	10240
HDPS0003	HDPS0003	57.205.18.135																							UCPEDPS0003	hypervisor		DPS					
PDPS172	PDPS172	57.205.27.250	PDPS172	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI023FKNC1	CI00177344 ~ 53849_IDN_DENPASAR CITY_001 ~ NGURAH RAI INTERNATIONAL AIRPORT, SITA CORE ROOM, GROUND FLOOR, WEST WING, 80361, DENPASAR CITY, INDONESIA	-	encs5412/k9	-	ID	INDONESIA	DENPASAR BALI	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DENPASAR BALI PDPS172 Virtual Machine hosted by ENCS HDPS0003 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDPS093.PDPS095	PDPS093.PDPS095		-	UCPEDPS0003	router_center_isrv	DPS	DPS	PDPS171	backup			
PDPS178	PDPS178	10.247.79.223	PDPS178	O/L	ICN_CPE_ROUTER	85	cathay pacific airways	cxnet	SITA	FI024QF1CF	CI00184773 ~ 43027_IDN_DENPASAR_003 ~ NGURAH RAI INTERNATIONAL AIRPORT,, DEPARTURE BUILDING, 80361, DENPASAR, INDONESIA	DPS-APT-BO-1	vedge-cloud-dna	-	ID	INDONESIA	DENPASAR BALI	vedgecloud	-	APH-S S0+ Primary vEdge PDPS178\nCustomer CX Cathay Pacific\nProfile GOLD + LBO	PDPS177.PDPS178	PDPS177.PDPS178		-	UCPEDPS0003	sdwan_center_vedge	DPS	DPS	PDPS177	backup	2	4096	10240
PDPS180	PDPS180	10.247.38.45	PDPS180	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI02528483	CI00186707 ~ 60_IDN_BALIKPAPAN_001 ~ I GUSTI NGURAH RAI INTERNATIONAL AIRPORT, TUBAN, ROOM #AO-12, 2ND FLOOR, BALIKPAPAN, INDONESIA	DPS_AP1_SDN	vedge-cloud-dna	-	ID	INDONESIA	DENPASAR BALI	vedge-cloud	-	 APH-S S0+ backup vEdge PDPS180\n Customer SQ Singapore Airlines\n Profile PLATINIUM + LBO ZSCALER + DBO	PDPS179.PDPS180	PDPS179.PDPS180		-	UCPEDPS0003	sdwan_center_vedge	DPS	DPS	PDPS179	backup	2	4096	10240
PDPS187	PDPS187	10.247.51.180	PDPS187	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029F80BF	CI00057342 ~ 387_IDN_DENPASAR CITY_001 ~ LOBBY  INTERNATIONAL DEPARTURE TERMINAL 11, OP.II.29, 80362, DENPASAR CITY, INDONESIA	-	vedge-cloud-dna	-	ID	INDONESIA	DENPASAR BALI	vedge-cloud	-	APH-S S0+ Primary vEdge PDPS187\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDPS186.PDPS187	PDPS186.PDPS187		-	UCPEDPS0003	sdwan_center_vedge	DPS	DPS	PDPS186	backup	2	4096	10240
HDRW0001	HDRW0001	57.220.105.30																					PDRW081		UCPEDRW0001	hypervisor		DRW					
PDRW081	PDRW081	57.220.105.22	PDRW081	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI026J899E	CI00198162 ~ 53849_AUS_DARWIN_002 ~ CENTRAL SERVER ROOM,MARARRA, DARWIN AIRPORT TERMINAL, 40 HENRY WRIGLEY DRIVE, 0820, DARWIN, AUSTRALIA	APH1-CAT1-DRW-PRI-SEC-APH	encs5412/k9	-	AU	AUSTRALIA	DARWIN	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DARWIN PDRW081 Virtual Machine hosted by ENCS HDRW0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDRW062.PDRW063	PDRW062.PDRW063		-	UCPEDRW0001	router_center_isrv	DRW	DRW	-	backup			
PDRW094	PDRW094	10.247.38.11	PDRW094	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI0291618C	CI00216356 ~ 60_AUS_DARWIN_002 ~ DARWIN-820, NORTHERN TERRITORY, SILK AIR INTERNATIONAL TERMINAL, 0820, DARWIN, AUSTRALIA	DRW_AP1_SDN	vedge-cloud-dna	-	AU	AUSTRALIA	DARWIN	vedge-cloud	-	APH-S S0+ Primary vEdge PDRW094\n Customer SQ Singapore Airlines\n Profile GOLD + LBO ZSCALER + DBO	PDRW094.PDRW095	PDRW094.PDRW095		-	UCPEDRW0001	sdwan_center_vedge	DRW	DRW	PDRW095	primary			
HDRW0002	HDRW0002	57.215.124.144																							UCPEDRW0002	hypervisor		DRW					
PDRW082	PDRW082	57.215.124.142	PDRW082	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI026J8CE4	CI00198162 ~ 53849_AUS_DARWIN_002 ~ CENTRAL SERVER ROOM,MARARRA, DARWIN AIRPORT TERMINAL, 40 HENRY WRIGLEY DRIVE, 0820, DARWIN, AUSTRALIA	APH1-CAT1-DRW-PRI-SEC-APH	encs5412/k9	-	AU	AUSTRALIA	DARWIN	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DARWIN PDRW082 Virtual Machine hosted by ENCS HDRW0002 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDRW062.PDRW063	PDRW062.PDRW063		-	UCPEDRW0002	router_center_isrv	DRW	DRW	-	backup			
PDRW095	PDRW095	10.247.38.12	PDRW095	O/L	ICN_CPE_ROUTER	60	singapore airlines ltd.	sqnet	SITA	FI0291628F	CI00216356 ~ 60_AUS_DARWIN_002 ~ DARWIN-820, NORTHERN TERRITORY, SILK AIR INTERNATIONAL TERMINAL, 0820, DARWIN, AUSTRALIA	DRW_AP1_SDN	vedge-cloud-dna	-	AU	AUSTRALIA	DARWIN	vedge-cloud	-	APH-S S0+ backup vEdge PDRW095\n Customer SQ Singapore Airlines\n Profile GOLD + LBO ZSCALER + DBO	PDRW094.PDRW095	PDRW094.PDRW095		-	UCPEDRW0002	sdwan_center_vedge	DRW	DRW	PDRW094	backup	2	4096	10240
HDUB0004	HDUB0004	57.220.13.16																							UCPEDUB0004	hypervisor		DUB					
PDUB1798	PDUB1798	57.220.65.82	PDUB1798	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0DHYUZ39	CI00200731 ~ 53849_IRL_DUBLIN_MIG_005 ~ DUBLIN AIRPORT, TERMINAL 1, C/O DAA DATA CENTRE, K67 F3X2, CLOGHRAN, CO. DUBLIN, IRELAND	APHS0+- CAT1-DUB-PRI-IPVP	encs5412/k9	-	IE	IRELAND	DUBLIN	isrv	VXE	-	PDUB627.PDUB628	PDUB627.PDUB628		-	UCPEDUB0004	router_center_isrv	DUB	DUB	PDUB1799	primary			
PDUB1847	PDUB1847	10.71.1.206	PDUB1847	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0F3JFH6C	CI00213976 ~ 164_IRL_DUBLIN_00003 ~ EIRCOM FRAME ROOM , DUBLIN INTERNATIONAL AIRPORT, MAIN TERMINAL BLDG, DUBLIN, IRELAND	DUBAP	vedge-cloud-dna	-	IE	IRELAND	DUBLIN	vedgecloud	-	APH-S S0+ Primary vEdge PDUB1847\n Customer UA United Airlines\n Profile GOLD + LBO	PDUB1847.PDUB1848	PDUB1847.PDUB1848		-	UCPEDUB0004	sdwan_center_vedge	DUB	DUB	PDUB1848	primary	2	4096	10240
PDUB1859	PDUB1859	10.71.5.150	PDUB1859	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029FZHC7	CI00219016 ~ 387_IRL_DUBLIN_007 ~ CO DUBLIN.FLOOR - 1ST FLOOR,DUBLIN-IRELAND, SKYBRIDGE HOUSE,, DUBLIN, IRELAND	-	vedge-cloud-dna	-	IE	IRELAND	DUBLIN	vedge-cloud	-	APH-S S0+ Primary vEdge PDUB1859\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDUB1859.PDUB1860	PDUB1859.PDUB1860		-	UCPEDUB0004	sdwan_center_vedge	DUB	DUB	PDUB1860	primary	2	4096	10240
HDUB0005	HDUB0005	57.205.22.46																							UCPEDUB0005	hypervisor		DUB					
PDUB1799	PDUB1799	57.215.60.21	PDUB1799	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	GO0DHYW655	CI00200733 ~ 53849_IRL_DUBLIN_MIG_006 ~ DUBLIN AIRPORT, CLOUGHRAN HOUSE, C/O DAA DATA CENTRE, DAA COMMS, K67 F3X2, CO. DUBLIN, IRELAND	APHS0+- CAT1-DUB-SEC-IPVP	encs5412/k9	-	IE	IRELAND	DUBLIN	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DUBLIN PDUB1799 Virtual Machine hosted by ENCS HDUB0005 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDUB627.PDUB628	PDUB627.PDUB628		-	UCPEDUB0005	router_center_isrv	DUB	DUB	PDUB1798	backup			
PDUB1848	PDUB1848	10.71.1.207	PDUB1848	O/L	ICN_CPE_ROUTER	164	united airlines  inc.	unitednet	SITA	GO0F3JFJ6E	CI00213976 ~ 164_IRL_DUBLIN_00003 ~ EIRCOM FRAME ROOM , DUBLIN INTERNATIONAL AIRPORT, MAIN TERMINAL BLDG, DUBLIN, IRELAND	DUBAP	vedge-cloud-dna	-	IE	IRELAND	DUBLIN	vedgecloud	-	 APH-S S0+ Primary vEdge PDUB1848\n Customer UA United Airlines\n Profile GOLD + LBO	PDUB1847.PDUB1848	PDUB1847.PDUB1848		-	UCPEDUB0005	sdwan_center_vedge	DUB	DUB	PDUB1847	backup	2	4096	10240
PDUB1860	PDUB1860	10.71.5.151	PDUB1860	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI029FZRDD	CI00219016 ~ 387_IRL_DUBLIN_007 ~ CO DUBLIN.FLOOR - 1ST FLOOR,DUBLIN-IRELAND, SKYBRIDGE HOUSE,, DUBLIN, IRELAND	-	vedge-cloud-dna	-	IE	IRELAND	DUBLIN	vedge-cloud	-	APH-S S0+ Primary vEdge PDUB1860\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDUB1859.PDUB1860	PDUB1859.PDUB1860		-	UCPEDUB0005	sdwan_center_vedge	DUB	DUB	PDUB1859	backup	2	4096	10240
HDUS0001	HDUS0001	57.215.126.93																							UCPEDUS0001	hypervisor		DUS					
PDUS1180	PDUS1180	57.215.126.91	PDUS1180	O/L	ICN_CPE_ROUTER	53849	airporthub	sita_sdwannet	SITA	FI021DM0B3	CI00166832 ~ 53849_DEU_DUSSELDORF_00006 ~ TERMINAL-RING-1, FLUGHAFEN, SITA CORE ROOM, U2.8217 VERSORGUNGSTRASSE, 40474, DUSSELDORF, GERMANY	APHS0+-CAT1-DUS-PRI-IPVPN	encs5412/k9	-	DE	GERMANY	DUSSELDORF	cisco-integrated-services-virtual-router	VXE	INTEGRATED SERVICES VIRTUAL ROUTER SITA_SDWANNET DUSSELDORF PDUS1180 Virtual Machine hosted by ENCS HDUS0001 Infos:ZZZ Sdx Airports SOLUTIONS ARCHITECTS sdxairports.solutionsarchitects@orange.com	PDUS312.PDUS313	PDUS312.PDUS313		-	UCPEDUS0001	router_center_isrv	DUS	DUS	PDUS1181	primary			
PDUS1237	PDUS1237	10.71.2.233	PDUS1237	O/L	ICN_CPE_ROUTER	387	emirates	emiratesnet_aph	SITA	FI028WC7DD	CI00215416 ~ 387_DEU_DUSSELDORF_00003 ~ DUSSELDORF INTERNATIONAL AIRPORT, TERMINAL B, 40474, DUSSELDORF, GERMANY	-	vedge-cloud-dna	-	DE	GERMANY	DUSSELDORF	vedgecloud	-	APH-S S0+ Primary vEdge PDUS1237\n Customer EK Emirates Airlines\n Profile GOLD + LBO Zscaler	PDUS1237.PDUS1238	PDUS1237.PDUS1238		-	UCPEDUS0001	sdwan_center_vedge	DUS	DUS	PDUS1238	primary	2	4096	10240
HDUS0002	HDUS0002	57.220.67.174																							UCPEDUS0002	hypervisor		DUS					
